16,1,2,125,335
16,1,3,253,195
16,2,1,323,135
16,2,2,217,99
16,2,3,95,65
16,3,1,941,316
16,3,2,1009,484
16,3,3,891,760
17,1,1,499,165
17,1,2,227,387
17,1,3,107,315
17,2,1,207,107
17,2,2,317,135
17,2,3,100,110
17,3,1,317,315
17,3,2,1266,334
17,3,3,600,622
18,1,1,497,141
18,1,2,263,385
18,1,3,119,323
18,2,1,213,83
18,2,2,319,127
18,2,3,281,287
18,3,1,1237,296
18,3,2,313,296
18,3,3,623,626
19,1,1,249,189
19,1,2,195,345
19,1,3,493,129
19,2,1,223,89
19,2,2,251,287
19,2,3,83,69
19,3,1,325,308
19,3,2,959,308
19,3,3,1267,306
20,1,1,121,319
20,1,2,483,149
20,1,3,265,381
20,2,1,235,157
20,2,2,275,293
20,2,3,315,121
20,3,1,657,614
20,3,2,321,300
20,3,3,1243,350
21,1,1,198,321
21,1,2,86,340
21,1,3,418,203
21,2,1,307,146
21,2,2,211,98
21,2,3,265,271
21,3,1,289,449
21,3,2,896,739
21,3,3,724,81
22,1,1,121,327
22,1,2,255,191
22,1,3,511,161
22,2,1,301,153
22,2,2,215,91
22,2,3,261,291
22,3,1,961,308
22,3,2,1259,310
22,3,3,1063,678
23,1,1,245,191
23,1,2,193,363
23,1,3,533,127
23,2,1,381,199
23,2,2,235,251
23,2,3,85,87
23,3,1,1255,296
23,3,2,1049,644
23,3,3,275,314
24,1,1,261,383
24,1,2,123,329
24,1,3,503,155
24,2,1,211,91
24,2,2,295,147
24,2,3,93,117
24,3,1,835,434
24,3,2,625,604
24,3,3,221,442
25,1,1,493,159
25,1,2,443,315
25,1,3,533,319
25,2,1,225,103
25,2,2,341,147
25,2,3,55,75
25,3,1,1231,330
25,3,2,293,308
25,3,3,565,636
26,1,1,499,164
26,1,2,277,392
26,1,3,108,315
26,2,1,210,92
26,2,2,345,123
26,2,3,280,308
26,3,1,934,344
26,3,2,1268,333
26,3,3,306,312
27,1,1,497,177
27,1,2,259,213
27,1,3,261,389
27,2,1,205,97
27,2,2,285,127
27,2,3,273,297
27,3,1,343,364
27,3,2,989,328
27,3,3,1207,336
28,1,1,115,329
28,1,2,267,393
28,1,3,77,217
28,2,1,325,135
28,2,2,285,299
28,2,3,89,87
28,3,1,1367,144
28,3,2,901,440
28,3,3,185,620
29,1,1,502,168
29,1,2,260,210
29,1,3,264,394
29,2,1,221,89
29,2,2,317,139
29,2,3,93,101
29,3,1,320,357
29,3,2,930,361
29,3,3,1270,327
30,1,1,499,159
30,1,2,131,329
30,1,3,283,391
30,2,1,211,85
30,2,2,349,115
30,2,3,81,83
30,3,1,1265,294
30,3,2,1075,706
30,3,3,337,348
31,1,1,503,163
31,1,2,523,147
31,1,3,487,143
31,2,1,315,139
31,2,2,277,293
31,2,3,243,161
31,3,1,1151,620
31,3,2,1151,620
31,3,3,1149,626
32,1,1,501,147
32,1,2,221,371
32,1,3,129,331
32,2,1,215,85
32,2,2,83,85
32,2,3,359,119
32,3,1,313,322
32,3,2,1233,294
32,3,3,959,306
33,1,1,123,323
33,1,2,239,389
33,1,3,495,161
33,2,1,337,165
33,2,2,213,103
33,2,3,77,103
33,3,1,279,296
33,3,2,1305,306
33,3,3,1151,618
34,1,1,513,143
34,1,2,241,387
34,1,3,111,311
34,2,1,265,257
34,2,2,219,103
34,2,3,73,115
34,3,1,1247,308
34,3,2,953,624
34,3,3,947,324
35,1,1,493,155
35,1,2,255,175
35,1,3,205,371
35,2,1,205,97
35,2,2,87,85
35,2,3,317,125
35,3,1,319,336
35,3,2,947,302
35,3,3,843,474
36,1,1,459,321
36,1,2,135,321
36,1,3,303,395
36,2,1,293,135
36,2,2,293,279
36,2,3,83,75
36,3,1,947,328
36,3,2,631,588
36,3,3,215,92
37,1,1,137,325
37,1,2,593,95
37,1,3,311,191
37,2,1,239,153
37,2,2,327,133
37,2,3,83,81
37,3,1,905,332
37,3,2,1155,618
37,3,3,1151,704
38,1,1,497,157
38,1,2,263,381
38,1,3,251,191
38,2,1,215,97
38,2,2,305,137
38,2,3,81,95
38,3,1,313,322
38,3,2,627,642
38,3,3,1237,318
39,1,1,353,221
39,1,2,115,323
39,1,3,303,403
39,2,1,269,285
39,2,2,95,85
39,2,3,333,101
39,3,1,939,378
39,3,2,1031,684
39,3,3,1267,432
40,1,1,521,145
40,1,2,133,323
40,1,3,199,363
40,2,1,231,83
40,2,2,53,71
40,2,3,263,283
40,3,1,205,207
40,3,2,809,205
40,3,3,753,395
